"id","A_Kanton","D_Jahr","D_Forstzone","D_Eigentümertyp","D_Holzartengruppe","M_Holzernte.Total","M_Stammholz","M_Industrieholz","M_Energieholz.Total","M_Stück.Energieholz","M_X...Hack.Energieholz","M_Übrige.Sortimente"
8,"Glarus",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
8,"Glarus",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
9,"Zug",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
10,"Fribourg / Freiburg",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
11,"Solothurn",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
12,"Basel-Stadt",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
13,"Basel-Landschaft",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
14,"Schaffhausen",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
15,"Appenzell Ausserrhoden",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
16,"Appenzell Innerrhoden",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
17,"St. Gallen",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","65539","40292","242","25005","20756","4249","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","61924","39792","86","22046","19322","2724","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","3615","500","156","2959","1434","1525","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","58381","36807","242","21332","18869","2463","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","56661","36307","86","20268","18192","2076","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","1720","500","156","1064","677","387","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","7158","3485","0","3673","1887","1786","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Privatwälder","Nadelholz","5263","3485","0","1778","1130","648","0"
18,"Graubünden / Grigioni / Grischun",2019,"Alpen-Südseite","Privatwälder","Laubholz","1895","0","0","1895","757","1138","0"
19,"Aargau",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
19,"Aargau",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
20,"Thurgau",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
21,"Ticino",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","92578","12507","2956","77115","70849","6266","0"
21,"Ticino",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","30571","12253","2855","15463","13763","1700","0"
21,"Ticino",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","62007","254","101","61652","57086","4566","0"
21,"Ticino",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","75811","12295","2956","60560","54294","6266","0"
21,"Ticino",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","29581","12124","2855","14602","12902","1700","0"
21,"Ticino",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","46230","171","101","45958","41392","4566","0"
21,"Ticino",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","16767","212","0","16555","16555","0","0"
21,"Ticino",2019,"Alpen-Südseite","Privatwälder","Nadelholz","990","129","0","861","861","0","0"
21,"Ticino",2019,"Alpen-Südseite","Privatwälder","Laubholz","15777","83","0","15694","15694","0","0"
22,"Vaud",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
22,"Vaud",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
23,"Valais / Wallis",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
24,"Neuchâtel",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
25,"Genève",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Eigentümertyp - Total","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Eigentümertyp - Total","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Eigentümertyp - Total","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Öffentliche Wälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Öffentliche Wälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Öffentliche Wälder","Laubholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Privatwälder","Holzartengruppe - Total","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Privatwälder","Nadelholz","...","...","...","...","...","...","..."
26,"Jura",2019,"Alpen-Südseite","Privatwälder","Laubholz","...","...","...","...","...","...","..."
